Entity,Code,Year,Fossil fuels
Europe (EI),,1978,90.91903
Europe (EI),,1979,90.636444
Europe (EI),,1980,90.114845
Europe (EI),,1981,88.5809
Europe (EI),,1982,87.96358
Europe (EI),,1983,86.954834
Europe (EI),,1984,85.629715
Europe (EI),,1985,85.80923
Europe (EI),,1986,85.72274
Europe (EI),,1987,85.183075
Europe (EI),,1988,84.03709
Europe (EI),,1989,84.33835
Europe (EI),,1990,84.39829
Europe (EI),,1991,83.77481
Europe (EI),,1992,82.95761
Europe (EI),,1993,81.95583
Europe (EI),,1994,81.57696
Europe (EI),,1995,81.55351
Europe (EI),,1996,81.549644
Europe (EI),,1997,81.01791
Europe (EI),,1998,80.83149
Europe (EI),,1999,80.50583
Europe (EI),,2000,80.15616
Europe (EI),,2001,80.03521
Europe (EI),,2002,80.33016
Europe (EI),,2003,80.83793
Europe (EI),,2004,80.28336
Europe (EI),,2005,80.338615
Europe (EI),,2006,80.36927
Europe (EI),,2007,80.35815
Europe (EI),,2008,79.6381
Europe (EI),,2009,78.605515
Europe (EI),,2010,78.067535
Europe (EI),,2011,77.83093
Europe (EI),,2012,76.700485
Europe (EI),,2013,75.76653
Europe (EI),,2014,74.59674
Europe (EI),,2015,74.37801
Europe (EI),,2016,74.79266
Europe (EI),,2017,75.16773
Europe (EI),,2018,74.097626
Europe (EI),,2019,73.156845
Europe (EI),,2020,71.00568
Europe (EI),,2021,71.60774
Europe (EI),,2022,71.86936
Europe (EI),,2023,69.40372
Europe (EI),,2024,68.20975
European Union (27),OWID_EU27,1965,93.52146
European Union (27),OWID_EU27,1966,93.1369
European Union (27),OWID_EU27,1967,93.55753
European Union (27),OWID_EU27,1968,93.83041
European Union (27),OWID_EU27,1969,94.29864
European Union (27),OWID_EU27,1970,94.254166
European Union (27),OWID_EU27,1971,94.34712
European Union (27),OWID_EU27,1972,94.149284
European Union (27),OWID_EU27,1973,94.36864
European Union (27),OWID_EU27,1974,93.793274
European Union (27),OWID_EU27,1975,93.091736
European Union (27),OWID_EU27,1976,93.872375
European Union (27),OWID_EU27,1977,92.18218
European Union (27),OWID_EU27,1978,92.219925
European Union (27),OWID_EU27,1979,91.96824
European Union (27),OWID_EU27,1980,91.53107
European Union (27),OWID_EU27,1981,89.915794
European Union (27),OWID_EU27,1982,89.33227
European Union (27),OWID_EU27,1983,88.266014
European Union (27),OWID_EU27,1984,86.687775
European Union (27),OWID_EU27,1985,85.50533
European Union (27),OWID_EU27,1986,85.05247
European Union (27),OWID_EU27,1987,84.50498
European Union (27),OWID_EU27,1988,83.56666
European Union (27),OWID_EU27,1989,83.98291
European Union (27),OWID_EU27,1990,83.71996
European Union (27),OWID_EU27,1991,83.03158
European Union (27),OWID_EU27,1992,82.491196
European Union (27),OWID_EU27,1993,81.81964
European Union (27),OWID_EU27,1994,81.612076
European Union (27),OWID_EU27,1995,81.70741
European Union (27),OWID_EU27,1996,81.65095
European Union (27),OWID_EU27,1997,81.16364
European Union (27),OWID_EU27,1998,81.11043
European Union (27),OWID_EU27,1999,80.722046
European Union (27),OWID_EU27,2000,80.158394
European Union (27),OWID_EU27,2001,79.758484
European Union (27),OWID_EU27,2002,80.26674
European Union (27),OWID_EU27,2003,80.558075
European Union (27),OWID_EU27,2004,79.951775
European Union (27),OWID_EU27,2005,80.180565
European Union (27),OWID_EU27,2006,79.970314
European Union (27),OWID_EU27,2007,79.8554
European Union (27),OWID_EU27,2008,78.9428
European Union (27),OWID_EU27,2009,77.99929
European Union (27),OWID_EU27,2010,77.27868
European Union (27),OWID_EU27,2011,77.00058
European Union (27),OWID_EU27,2012,75.8576
European Union (27),OWID_EU27,2013,74.852486
European Union (27),OWID_EU27,2014,73.50774
European Union (27),OWID_EU27,2015,74.0023
European Union (27),OWID_EU27,2016,74.46601
European Union (27),OWID_EU27,2017,75.05946
European Union (27),OWID_EU27,2018,73.96891
European Union (27),OWID_EU27,2019,73.096504
European Union (27),OWID_EU27,2020,70.8495
European Union (27),OWID_EU27,2021,71.34827
European Union (27),OWID_EU27,2022,72.03098
European Union (27),OWID_EU27,2023,68.94812
European Union (27),OWID_EU27,2024,67.61457
Finland,FIN,1965,77.15409
Finland,FIN,1966,77.73397
Finland,FIN,1967,76.27668
Finland,FIN,1968,80.33373
Finland,FIN,1969,85.128586
Finland,FIN,1970,85.30223
Finland,FIN,1971,83.93385
Finland,FIN,1972,85.202614
Finland,FIN,1973,86.32354
Finland,FIN,1974,82.8427
Finland,FIN,1975,83.77805
Finland,FIN,1976,88.15404
Finland,FIN,1977,82.447845
Finland,FIN,1978,85.153046
Finland,FIN,1979,81.48264
Finland,FIN,1980,81.802734
Finland,FIN,1981,70.299904
Finland,FIN,1982,68.28554
Finland,FIN,1983,66.4169
Finland,FIN,1984,66.95426
Finland,FIN,1985,69.251015
Finland,FIN,1986,69.53101
Finland,FIN,1987,69.22954
Finland,FIN,1988,69.52107
Finland,FIN,1989,70.3957
Finland,FIN,1990,68.83902
Finland,FIN,1991,67.42683
Finland,FIN,1992,65.915436
Finland,FIN,1993,66.08243
Finland,FIN,1994,69.03469
Finland,FIN,1995,66.559105
Finland,FIN,1996,69.318405
Finland,FIN,1997,66.4889
Finland,FIN,1998,63.364704
Finland,FIN,1999,64.41326
Finland,FIN,2000,63.225563
Finland,FIN,2001,65.41833
Finland,FIN,2002,67.41654
Finland,FIN,2003,69.92289
Finland,FIN,2004,65.16301
Finland,FIN,2005,63.237526
Finland,FIN,2006,66.74365
Finland,FIN,2007,65.1618
Finland,FIN,2008,61.54007
Finland,FIN,2009,63.074196
Finland,FIN,2010,64.69619
Finland,FIN,2011,62.145092
Finland,FIN,2012,57.955166
Finland,FIN,2013,59.953598
Finland,FIN,2014,57.363182
Finland,FIN,2015,54.311707
Finland,FIN,2016,56.339046
Finland,FIN,2017,54.56125
Finland,FIN,2018,54.763527
Finland,FIN,2019,53.04945
Finland,FIN,2020,48.749653
Finland,FIN,2021,46.497906
Finland,FIN,2022,45.30028
Finland,FIN,2023,38.493153
Finland,FIN,2024,36.772507
France,FRA,1965,90.086266
France,FRA,1966,89.02
France,FRA,1967,90.80162
France,FRA,1968,90.09163
France,FRA,1969,90.46336
France,FRA,1970,90.247536
France,FRA,1971,91.19953
France,FRA,1972,90.991776
France,FRA,1973,91.8287
France,FRA,1974,90.56287
France,FRA,1975,89.01771
France,FRA,1976,91.4717
France,FRA,1977,87.8073
France,FRA,1978,87.681274
France,FRA,1979,87.109215
France,FRA,1980,84.082794
France,FRA,1981,78.108574
France,FRA,1982,77.02828
France,FRA,1983,73.26642
France,FRA,1984,68.95618
France,FRA,1985,66.55367
France,FRA,1986,63.824005
France,FRA,1987,62.43712
France,FRA,1988,61.14703
France,FRA,1989,61.835335
France,FRA,1990,60.780453
France,FRA,1991,61.23409
France,FRA,1992,59.70525
France,FRA,1993,57.11013
France,FRA,1994,56.01732
France,FRA,1995,56.072853
France,FRA,1996,56.414112
France,FRA,1997,56.06494
France,FRA,1998,57.987892
France,FRA,1999,56.970833
France,FRA,2000,56.16045
France,FRA,2001,55.476868
France,FRA,2002,55.28369
France,FRA,2003,55.76491
France,FRA,2004,55.689438
France,FRA,2005,55.94653
France,FRA,2006,55.381702
France,FRA,2007,55.192608
France,FRA,2008,54.62952
France,FRA,2009,55.185635
France,FRA,2010,54.455025
France,FRA,2011,53.03005
France,FRA,2012,52.93219
France,FRA,2013,52.579575
France,FRA,2014,49.8615
France,FRA,2015,50.68937
France,FRA,2016,52.510807
France,FRA,2017,53.59447
France,FRA,2018,51.165222
France,FRA,2019,51.565536
France,FRA,2020,49.739986
France,FRA,2021,50.61077
France,FRA,2022,54.470905
France,FRA,2023,49.289146
France,FRA,2024,46.136066
Germany,DEU,1965,98.4709
Germany,DEU,1966,98.33745
Germany,DEU,1967,98.32593
Germany,DEU,1968,98.36304
Germany,DEU,1969,98.483864
Germany,DEU,1970,98.07013
Germany,DEU,1971,98.41321
Germany,DEU,1972,98.23964
Germany,DEU,1973,98.01139
Germany,DEU,1974,97.636086
Germany,DEU,1975,96.86299
Germany,DEU,1976,96.897446
Germany,DEU,1977,95.81825
Germany,DEU,1978,95.731186
Germany,DEU,1979,95.42551
Germany,DEU,1980,94.954865
Germany,DEU,1981,94.07281
Germany,DEU,1982,93.243256
Germany,DEU,1983,93.1769
Germany,DEU,1984,91.67172
Germany,DEU,1985,89.74982
Germany,DEU,1986,90.12483
Germany,DEU,1987,89.373314
Germany,DEU,1988,88.433174
Germany,DEU,1989,88.10254
Germany,DEU,1990,88.60258
Germany,DEU,1991,88.75978
Germany,DEU,1992,87.52421
Germany,DEU,1993,87.78561
Germany,DEU,1994,87.69731
Germany,DEU,1995,87.4063
Germany,DEU,1996,87.43693
Germany,DEU,1997,86.57691
Germany,DEU,1998,86.92567
Germany,DEU,1999,85.92819
Germany,DEU,2000,85.3996
Germany,DEU,2001,85.50872
Germany,DEU,2002,85.32732
Germany,DEU,2003,85.26161
Germany,DEU,2004,84.342415
Germany,DEU,2005,83.89347
Germany,DEU,2006,83.13352
Germany,DEU,2007,82.98074
Germany,DEU,2008,82.44473
Germany,DEU,2009,82.207756
Germany,DEU,2010,81.96338
Germany,DEU,2011,82.2461
Germany,DEU,2012,81.68094
Germany,DEU,2013,81.92043
Germany,DEU,2014,80.450035
Germany,DEU,2015,79.48593
Germany,DEU,2016,80.318436
Germany,DEU,2017,79.739075
Germany,DEU,2018,78.77618
Germany,DEU,2019,77.18787
Germany,DEU,2020,75.38959
Germany,DEU,2021,77.13962
Germany,DEU,2022,77.17734
Germany,DEU,2023,75.83647
Germany,DEU,2024,76.03199
Greece,GRC,1965,97.18364
Greece,GRC,1966,94.43415
Greece,GRC,1967,95.15131
Greece,GRC,1968,96.15747
Greece,GRC,1969,94.529816
Greece,GRC,1970,93.68176
Greece,GRC,1971,94.667915
Greece,GRC,1972,95.20364
Greece,GRC,1973,96.5413
Greece,GRC,1974,96.264305
Greece,GRC,1975,97.1721
Greece,GRC,1976,97.61383
Greece,GRC,1977,97.64647
Greece,GRC,1978,96.40143
Greece,GRC,1979,95.10589
Greece,GRC,1980,95.28257
Greece,GRC,1981,95.1692
Greece,GRC,1982,95.01792
Greece,GRC,1983,96.74804
Greece,GRC,1984,96.18933
Greece,GRC,1985,96.46489
Greece,GRC,1986,95.930214
Greece,GRC,1987,96.80233
Greece,GRC,1988,97.42335
Greece,GRC,1989,98.0918
Greece,GRC,1990,98.28588
Greece,GRC,1991,97.039154
Greece,GRC,1992,97.92561
Greece,GRC,1993,97.84329
Greece,GRC,1994,97.599594
Greece,GRC,1995,96.86852
Greece,GRC,1996,96.23988
Greece,GRC,1997,96.735085
Greece,GRC,1998,97.0292
Greece,GRC,1999,96.26718
Greece,GRC,2000,96.90819
Greece,GRC,2001,97.83551
Greece,GRC,2002,97.37892
Greece,GRC,2003,95.94846
Greece,GRC,2004,95.94973
Greece,GRC,2005,95.66505
Greece,GRC,2006,94.8513
Greece,GRC,2007,96.82939
Greece,GRC,2008,96.09174
Greece,GRC,2009,94.32517
Greece,GRC,2010,92.30408
Greece,GRC,2011,93.94217
Greece,GRC,2012,92.032974
Greece,GRC,2013,88.205215
Greece,GRC,2014,89.25451
Greece,GRC,2015,87.20444
Greece,GRC,2016,87.024826
Greece,GRC,2017,88.55086
Greece,GRC,2018,86.83647
Greece,GRC,2019,86.52378
Greece,GRC,2020,83.21509
Greece,GRC,2021,80.800446
Greece,GRC,2022,81.21738
Greece,GRC,2023,79.24578
Greece,GRC,2024,78.94509
High-income countries,OWID_HIC,1965,93.235344
High-income countries,OWID_HIC,1966,93.131355
High-income countries,OWID_HIC,1967,93.18582
High-income countries,OWID_HIC,1968,93.35641
High-income countries,OWID_HIC,1969,93.447075
High-income countries,OWID_HIC,1970,93.52641
High-income countries,OWID_HIC,1971,93.230095
High-income countries,OWID_HIC,1972,93.05976
High-income countries,OWID_HIC,1973,93.130356
High-income countries,OWID_HIC,1974,92.13067
High-income countries,OWID_HIC,1975,91.39342
High-income countries,OWID_HIC,1976,91.76485
High-income countries,OWID_HIC,1977,91.363304
High-income countries,OWID_HIC,1978,90.71696
High-income countries,OWID_HIC,1979,90.62102
High-income countries,OWID_HIC,1980,90.122986
High-income countries,OWID_HIC,1981,89.187485
High-income countries,OWID_HIC,1982,88.3317
High-income countries,OWID_HIC,1983,87.43349
High-income countries,OWID_HIC,1984,86.915115
High-income countries,OWID_HIC,1985,87.067604
High-income countries,OWID_HIC,1986,86.70946
High-income countries,OWID_HIC,1987,86.534325
High-income countries,OWID_HIC,1988,86.38043
High-income countries,OWID_HIC,1989,86.39822
High-income countries,OWID_HIC,1990,86.02127
High-income countries,OWID_HIC,1991,85.55504
High-income countries,OWID_HIC,1992,85.54431
High-income countries,OWID_HIC,1993,85.00778
High-income countries,OWID_HIC,1994,85.06463
High-income countries,OWID_HIC,1995,84.62598
High-income countries,OWID_HIC,1996,84.68756
High-income countries,OWID_HIC,1997,84.6207
High-income countries,OWID_HIC,1998,84.566154
High-income countries,OWID_HIC,1999,84.34225
High-income countries,OWID_HIC,2000,84.3544
High-income countries,OWID_HIC,2001,84.45824
High-income countries,OWID_HIC,2002,84.46823
High-income countries,OWID_HIC,2003,85.03116
High-income countries,OWID_HIC,2004,84.74689
High-income countries,OWID_HIC,2005,84.72028
High-income countries,OWID_HIC,2006,84.54384
High-income countries,OWID_HIC,2007,84.82435
High-income countries,OWID_HIC,2008,84.463776
High-income countries,OWID_HIC,2009,83.622215
High-income countries,OWID_HIC,2010,83.82106
High-income countries,OWID_HIC,2011,83.859566
High-income countries,OWID_HIC,2012,84.08326
High-income countries,OWID_HIC,2013,83.75776
High-income countries,OWID_HIC,2014,83.432655
High-income countries,OWID_HIC,2015,83.2602
High-income countries,OWID_HIC,2016,83.048035
High-income countries,OWID_HIC,2017,82.86342
High-income countries,OWID_HIC,2018,82.69485
High-income countries,OWID_HIC,2019,82.18388
High-income countries,OWID_HIC,2020,80.60127
High-income countries,OWID_HIC,2021,80.90934
High-income countries,OWID_HIC,2022,80.96951
High-income countries,OWID_HIC,2023,80.11412
High-income countries,OWID_HIC,2024,79.49079
Hong Kong,HKG,1965,100
Hong Kong,HKG,1966,100
Hong Kong,HKG,1967,100
Hong Kong,HKG,1968,100
Hong Kong,HKG,1969,100
Hong Kong,HKG,1970,100
Hong Kong,HKG,1971,100
Hong Kong,HKG,1972,100
Hong Kong,HKG,1973,100
Hong Kong,HKG,1974,100
Hong Kong,HKG,1975,100
Hong Kong,HKG,1976,100
Hong Kong,HKG,1977,100
Hong Kong,HKG,1978,100
Hong Kong,HKG,1979,100
Hong Kong,HKG,1980,100
Hong Kong,HKG,1981,100
Hong Kong,HKG,1982,100
Hong Kong,HKG,1983,100
Hong Kong,HKG,1984,100
Hong Kong,HKG,1985,100
Hong Kong,HKG,1986,100
Hong Kong,HKG,1987,100
Hong Kong,HKG,1988,100
Hong Kong,HKG,1989,100
Hong Kong,HKG,1990,100
Hong Kong,HKG,1991,100
Hong Kong,HKG,1992,100
Hong Kong,HKG,1993,100
Hong Kong,HKG,1994,100
Hong Kong,HKG,1995,100
Hong Kong,HKG,1996,100
Hong Kong,HKG,1997,100
Hong Kong,HKG,1998,100
Hong Kong,HKG,1999,100
Hong Kong,HKG,2000,100
Hong Kong,HKG,2001,100
Hong Kong,HKG,2002,100
Hong Kong,HKG,2003,100
Hong Kong,HKG,2004,100
Hong Kong,HKG,2005,100
Hong Kong,HKG,2006,99.99935
Hong Kong,HKG,2007,99.999245
Hong Kong,HKG,2008,99.999245
Hong Kong,HKG,2009,99.99907
Hong Kong,HKG,2010,99.947105
Hong Kong,HKG,2011,99.863365
Hong Kong,HKG,2012,99.93939
Hong Kong,HKG,2013,99.839745
Hong Kong,HKG,2014,99.8493
Hong Kong,HKG,2015,99.79542
Hong Kong,HKG,2016,99.794426
Hong Kong,HKG,2017,99.7909
Hong Kong,HKG,2018,99.75987
Hong Kong,HKG,2019,99.747086
Hong Kong,HKG,2020,99.5379
Hong Kong,HKG,2021,99.34587
Hong Kong,HKG,2022,99.07333
Hong Kong,HKG,2023,98.95234
Hong Kong,HKG,2024,98.9519
Hungary,HUN,1965,99.88737
Hungary,HUN,1966,99.85181
Hungary,HUN,1967,99.872665
Hungary,HUN,1968,99.86679
Hungary,HUN,1969,99.867226
Hungary,HUN,1970,99.88584
Hungary,HUN,1971,99.87938
Hungary,HUN,1972,99.866135
Hungary,HUN,1973,99.8865
Hungary,HUN,1974,99.911674
Hungary,HUN,1975,99.832115
Hungary,HUN,1976,99.84093
Hungary,HUN,1977,99.86338
Hungary,HUN,1978,99.88169
Hungary,HUN,1979,99.8736
Hungary,HUN,1980,99.90333
Hungary,HUN,1981,99.8535
Hungary,HUN,1982,99.86196
Hungary,HUN,1983,97.677414
Hungary,HUN,1984,96.60308
Hungary,HUN,1985,94.46474
Hungary,HUN,1986,93.64726
Hungary,HUN,1987,91.043625
Hungary,HUN,1988,88.80577
Hungary,HUN,1989,88.13999
Hungary,HUN,1990,87.999695
Hungary,HUN,1991,87.130936
Hungary,HUN,1992,86.366554
Hungary,HUN,1993,86.004555
Hungary,HUN,1994,85.98835
Hungary,HUN,1995,86.15433
Hungary,HUN,1996,86.2301
Hungary,HUN,1997,86.084145
Hungary,HUN,1998,86.36048
Hungary,HUN,1999,86.18124
Hungary,HUN,2000,85.67926
Hungary,HUN,2001,86.13789
Hungary,HUN,2002,86.11072
Hungary,HUN,2003,89.07735
Hungary,HUN,2004,87.810776
Hungary,HUN,2005,86.00834
Hungary,HUN,2006,86.49258
Hungary,HUN,2007,84.82073
Hungary,HUN,2008,83.55404
Hungary,HUN,2009,81.14542
Hungary,HUN,2010,81.16297
Hungary,HUN,2011,81.18356
Hungary,HUN,2012,79.91112
Hungary,HUN,2013,79.290016
Hungary,HUN,2014,78.38585
Hungary,HUN,2015,79.36541
Hungary,HUN,2016,79.568306
Hungary,HUN,2017,80.53302
Hungary,HUN,2018,80.66578
Hungary,HUN,2019,79.625725
Hungary,HUN,2020,78.4482
Hungary,HUN,2021,78.32614
Hungary,HUN,2022,76.40264
Hungary,HUN,2023,73.77645
Hungary,HUN,2024,72.18141
Iceland,ISL,1965,76.16936
Iceland,ISL,1966,77.89524
Iceland,ISL,1967,76.21471
Iceland,ISL,1968,76.76318
Iceland,ISL,1969,70.67888
Iceland,ISL,1970,59.78846
Iceland,ISL,1971,59.773594
Iceland,ISL,1972,58.86522
Iceland,ISL,1973,56.430916
Iceland,ISL,1974,54.098236
Iceland,ISL,1975,52.96307
Iceland,ISL,1976,51.509502
Iceland,ISL,1977,50.92789
Iceland,ISL,1978,51.38474
Iceland,ISL,1979,49.017445
Iceland,ISL,1980,45.532658
Iceland,ISL,1981,44.611263
Iceland,ISL,1982,39.843994
Iceland,ISL,1983,38.545418
Iceland,ISL,1984,39.26116
Iceland,ISL,1985,39.842247
Iceland,ISL,1986,39.129856
Iceland,ISL,1987,39.63307
Iceland,ISL,1988,39.153934
Iceland,ISL,1989,40.429626
Iceland,ISL,1990,40.91732
Iceland,ISL,1991,39.705284
Iceland,ISL,1992,40.296272
Iceland,ISL,1993,40.222874
Iceland,ISL,1994,40.226326
Iceland,ISL,1995,39.66693
Iceland,ISL,1996,41.421135
Iceland,ISL,1997,38.956604
Iceland,ISL,1998,36.44129
Iceland,ISL,1999,33.43432
Iceland,ISL,2000,32.946194
Iceland,ISL,2001,31.01393
Iceland,ISL,2002,30.939722
Iceland,ISL,2003,30.990755
Iceland,ISL,2004,31.716808
Iceland,ISL,2005,31.888187
Iceland,ISL,2006,29.239902
Iceland,ISL,2007,25.662773
Iceland,ISL,2008,18.983604
Iceland,ISL,2009,17.508806
Iceland,ISL,2010,16.953007
Iceland,ISL,2011,16.68042
Iceland,ISL,2012,16.301092
Iceland,ISL,2013,16.718895
Iceland,ISL,2014,16.988157
Iceland,ISL,2015,17.831617
Iceland,ISL,2016,19.643013
Iceland,ISL,2017,20.696802
Iceland,ISL,2018,21.300407
Iceland,ISL,2019,19.156927
Iceland,ISL,2020,13.873642
Iceland,ISL,2021,15.505683
Iceland,ISL,2022,17.924671
Iceland,ISL,2023,18.156717
Iceland,ISL,2024,19.501907
India,IND,1965,91.35713
India,IND,1966,91.24194
India,IND,1967,90.49305
India,IND,1968,89.73294
India,IND,1969,89.45702
India,IND,1970,88.37004
India,IND,1971,87.89433
India,IND,1972,88.846436
India,IND,1973,88.043076
India,IND,1974,89.17212
India,IND,1975,87.96151
India,IND,1976,87.87868
India,IND,1977,87.76628
India,IND,1978,85.386086
India,IND,1979,86.6179
India,IND,1980,86.69404
India,IND,1981,87.22726
India,IND,1982,89.11142
India,IND,1983,89.83011
India,IND,1984,89.246666
India,IND,1985,90.06503
India,IND,1986,90.51113
India,IND,1987,91.59378
India,IND,1988,91.364
India,IND,1989,91.218834
India,IND,1990,91.15537
India,IND,1991,90.84618
India,IND,1992,91.612755
India,IND,1993,91.74747
India,IND,1994,91.31167
India,IND,1995,92.02467
India,IND,1996,92.831024
India,IND,1997,92.934044
India,IND,1998,92.108665
India,IND,1999,92.263725
India,IND,2000,92.777855
India,IND,2001,92.906784
India,IND,2002,93.40775
India,IND,2003,93.61887
India,IND,2004,91.783966
India,IND,2005,92.60253
India,IND,2006,91.89071
India,IND,2007,91.81936
India,IND,2008,92.56427
India,IND,2009,93.29551
India,IND,2010,92.97741
India,IND,2011,91.75987
India,IND,2012,92.55565
India,IND,2013,92.0556
India,IND,2014,92.01298
India,IND,2015,92.40954
India,IND,2016,92.473145
India,IND,2017,92.111275
India,IND,2018,91.61597
India,IND,2019,90.6813
India,IND,2020,89.84748
India,IND,2021,90.204025
India,IND,2022,89.44429
India,IND,2023,90.04724
India,IND,2024,89.67032
Indonesia,IDN,1965,93.97779
Indonesia,IDN,1966,92.1023
Indonesia,IDN,1967,91.01853
Indonesia,IDN,1968,89.58766
Indonesia,IDN,1969,90.35679
Indonesia,IDN,1970,89.053825
Indonesia,IDN,1971,96.23221
Indonesia,IDN,1972,96.82414
Indonesia,IDN,1973,96.44624
Indonesia,IDN,1974,96.325516
Indonesia,IDN,1975,96.854065
Indonesia,IDN,1976,98.24394
Indonesia,IDN,1977,97.79132
Indonesia,IDN,1978,98.59844
Indonesia,IDN,1979,98.63077
Indonesia,IDN,1980,98.84629
Indonesia,IDN,1981,98.92771
Indonesia,IDN,1982,98.85267
Indonesia,IDN,1983,98.37091
Indonesia,IDN,1984,98.38435
Indonesia,IDN,1985,98.136955
Indonesia,IDN,1986,97.1891
Indonesia,IDN,1987,97.260376
Indonesia,IDN,1988,97.149345
Indonesia,IDN,1989,96.79181
Indonesia,IDN,1990,96.403076
Indonesia,IDN,1991,96.33895
Indonesia,IDN,1992,95.78081
Indonesia,IDN,1993,96.31377
Indonesia,IDN,1994,96.595985
Indonesia,IDN,1995,96.55515
Indonesia,IDN,1996,96.58525
Indonesia,IDN,1997,97.54851
Indonesia,IDN,1998,96.073235
Indonesia,IDN,1999,96.21199
Indonesia,IDN,2000,96.301056
Indonesia,IDN,2001,95.904144
Indonesia,IDN,2002,96.35328
Indonesia,IDN,2003,96.80468
Indonesia,IDN,2004,96.58452
Indonesia,IDN,2005,96.5063
Indonesia,IDN,2006,96.76637
Indonesia,IDN,2007,96.62604
Indonesia,IDN,2008,96.38024
Indonesia,IDN,2009,96.26405
Indonesia,IDN,2010,95.58269
Indonesia,IDN,2011,96.446396
Indonesia,IDN,2012,96.4233
Indonesia,IDN,2013,95.46623
Indonesia,IDN,2014,95.29237
Indonesia,IDN,2015,95.99691
Indonesia,IDN,2016,94.19024
Indonesia,IDN,2017,94.48227
Indonesia,IDN,2018,91.970955
Indonesia,IDN,2019,91.38707
Indonesia,IDN,2020,89.35647
Indonesia,IDN,2021,88.92395
Indonesia,IDN,2022,89.79218
Indonesia,IDN,2023,89.30484
Indonesia,IDN,2024,89.04581
Iran,IRN,1965,95.076004
Iran,IRN,1966,95.14557
Iran,IRN,1967,95.249794
Iran,IRN,1968,95.35327
Iran,IRN,1969,95.44269
Iran,IRN,1970,95.84116
Iran,IRN,1971,95.91931
Iran,IRN,1972,95.27084
Iran,IRN,1973,96.650696
Iran,IRN,1974,96.747
Iran,IRN,1975,97.06915
Iran,IRN,1976,97.086876
Iran,IRN,1977,97.341644
Iran,IRN,1978,95.7366
Iran,IRN,1979,96.57845
Iran,IRN,1980,96.172195
Iran,IRN,1981,95.834915
Iran,IRN,1982,96.12828
Iran,IRN,1983,96.81035
Iran,IRN,1984,97.24102
Iran,IRN,1985,97.45116
Iran,IRN,1986,96.74701
Iran,IRN,1987,96.63581
Iran,IRN,1988,96.51945
Iran,IRN,1989,97.40195
Iran,IRN,1990,97.468666
Iran,IRN,1991,98.22855
Iran,IRN,1992,97.36907
Iran,IRN,1993,96.74496
Iran,IRN,1994,98.098724
Iran,IRN,1995,97.8116
Iran,IRN,1996,97.86973
Iran,IRN,1997,98.607445
Iran,IRN,1998,98.31465
Iran,IRN,1999,98.91907
Iran,IRN,2000,99.240326
Iran,IRN,2001,99.23027
Iran,IRN,2002,98.64402
Iran,IRN,2003,98.41641
Iran,IRN,2004,98.22591
Iran,IRN,2005,97.98585
Iran,IRN,2006,97.64653
Iran,IRN,2007,97.86142
Iran,IRN,2008,99.13256
Iran,IRN,2009,99.23278
Iran,IRN,2010,98.893936
Iran,IRN,2011,98.88038
Iran,IRN,2012,98.57037
Iran,IRN,2013,98.169304
Iran,IRN,2014,98.2791
Iran,IRN,2015,98.44923
Iran,IRN,2016,98.0981
Iran,IRN,2017,97.96192
Iran,IRN,2018,98.58666
Iran,IRN,2019,96.87716
Iran,IRN,2020,97.74026
Iran,IRN,2021,98.60212
Iran,IRN,2022,98.42547
Iran,IRN,2023,97.869896
Iran,IRN,2024,98.067825
Iraq,IRQ,1965,99.14572
Iraq,IRQ,1966,98.98325
Iraq,IRQ,1967,98.84918
Iraq,IRQ,1968,98.69094
Iraq,IRQ,1969,98.7506
Iraq,IRQ,1970,98.77635
Iraq,IRQ,1971,98.702675
Iraq,IRQ,1972,98.89259
Iraq,IRQ,1973,98.366325
Iraq,IRQ,1974,97.69824
Iraq,IRQ,1975,97.57271
Iraq,IRQ,1976,98.07864
Iraq,IRQ,1977,97.736435
Iraq,IRQ,1978,97.32944
Iraq,IRQ,1979,96.89028
Iraq,IRQ,1980,98.10639
Iraq,IRQ,1981,98.20924
Iraq,IRQ,1982,98.29951
Iraq,IRQ,1983,98.519745
Iraq,IRQ,1984,98.64191
Iraq,IRQ,1985,98.81617
Iraq,IRQ,1986,98.98916
Iraq,IRQ,1987,96.280624
Iraq,IRQ,1988,96.7892
Iraq,IRQ,1989,97.17276
Iraq,IRQ,1990,94.546616
Iraq,IRQ,1991,96.017654
Iraq,IRQ,1992,93.88609
Iraq,IRQ,1993,94.56988
Iraq,IRQ,1994,95.137535
Iraq,IRQ,1995,94.43551
Iraq,IRQ,1996,94.935486
Iraq,IRQ,1997,95.651405
Iraq,IRQ,1998,94.56275
Iraq,IRQ,1999,95.67535
Iraq,IRQ,2000,97.24277
Iraq,IRQ,2001,97.15805
Iraq,IRQ,2002,96.34403
Iraq,IRQ,2003,95.72581
Iraq,IRQ,2004,95.205734
Iraq,IRQ,2005,95.72056
Iraq,IRQ,2006,95.53368
Iraq,IRQ,2007,95.970566
Iraq,IRQ,2008,97.760056
Iraq,IRQ,2009,97.80877
Iraq,IRQ,2010,97.59624
Iraq,IRQ,2011,97.8229
Iraq,IRQ,2012,97.42788
Iraq,IRQ,2013,97.54358
Iraq,IRQ,2014,98.4561
Iraq,IRQ,2015,98.60034
Iraq,IRQ,2016,98.2912
Iraq,IRQ,2017,99.06647
Iraq,IRQ,2018,99.12294
Iraq,IRQ,2019,98.01829
